  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
720617 00208 201604010015 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   79   66 ****** 29.67 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010035 330   6 *** 722 CLR * * *  9.1 ** ** ** ** ** ** ** ** *   75   66 ****** 29.66 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010055 330   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   73   66 ****** 29.67 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010115 330   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   73   66 ****** 29.68 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010135 340   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   64 ****** 29.70 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010155 350   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   63 ****** 29.70 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010215 360  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   63 ****** 29.70 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010235 010  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   59 ****** 29.70 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010255 010  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010315 020  10 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   70   55 ****** 29.71 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010335 030   8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   68   55 ****** 29.72 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010355 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   66   55 ****** 29.75 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010415 030   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   55 ****** 29.75 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010435 030   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 ****** 29.75 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010455 360   7 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 ****** 29.76 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010515 360   6 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   55 ****** 29.76 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010535 010   8 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   59   55 ****** 29.75 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010555 ***   0 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   59   54 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010615 ***   0 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   54 ****** 29.78 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010635 ***   0 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   54 ****** 29.78 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010655 040   7 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   59   54 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010715 050   8 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   59   54 ****** 29.77 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010735 030   8 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   61   54 ****** 29.78 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010755 ***   0 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   54 ****** 29.84 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010815 040   8 ***  50 *** * * * 10.0 ** ** ** ** 61 ** ** ** *   61   54 ****** 29.78 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010835 040   6  20  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   50 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010855 070   8 ***  50 *** * * *  9.1 ** ** ** ** 61 ** ** ** *   63   52 ****** 29.87 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010915 080  22  31  38 *** * * *  5.0 ** ** ** ** 61 ** ** ** *   61   54 ****** 29.75 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010935 080  23  29  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   63   50 ****** ***** ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604010955 020  13  22  50 *** * * *  9.1 ** ** ** ** 61 ** ** ** *   63   50 ****** 29.84 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011015 020  10 ***  50 *** * * *  7.0 ** ** ** ** 61 ** ** ** *   59   54 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011035 030  11 ***  60 *** * * * 10.0 ** ** ** ** 61 ** ** ** *   59   52 ****** 29.81 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011055 060  17 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   59   50 ****** 29.79 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011115 070  21  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   59   48 ****** 29.79 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011135 060  17  22 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   59   48 ****** 29.79 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011155 030  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   59   48 ****** 29.81 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011215 030  13  22 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   59   48 ****** 29.83 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011235 030  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   59   48 ****** 29.84 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011255 020  15  20 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   61   48 ****** 29.85 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011315 030  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   61   48 ****** 29.86 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011335 030  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   46 ****** 29.86 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011355 020  15  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   46 ****** 29.86 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011415 030  26  32 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   45 ****** 29.86 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011435 040  21  31 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   63   46 ****** 29.87 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011455 040  23  33  47 *** * * * 10.0 ** ** ** ** ** ** ** ** *   64   46 ****** 29.86 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011515 040  21  30 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   64   45 ****** 29.87 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011535 040  20  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   46 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011555 040  21  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   45 ****** 29.89 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011615 040  20 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   45 ****** 29.90 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011635 030  20  24  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011655 040  18  25  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   45 ****** 29.90 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011715 040  20  24  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   45 ****** 29.89 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011735 030  20  28  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   70   46 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011755 040  20  30  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   46 ****** 29.87 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011815 040  20  23  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   46 ****** 29.88 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011835 040  18  25  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   46 ****** 29.90 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011855 020  15  20  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   46 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011915 020  20 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   46 ****** 29.90 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011935 020  20 ***  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   46 ****** 29.90 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604011955 010  21  25  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   68   46 ****** 29.90 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012015 020  17  22  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   48 ****** 29.90 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012035 030  16  31  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012055 030  23 ***  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   45 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012115 360  17  26  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   66   50 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012135 360  18  26  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   64   48 ****** 29.91 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012155 010  20  24  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   64   48 ****** 29.92 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012215 020  14 ***  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   64   48 ****** 29.94 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012235 360  22  26  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   64   46 ****** 29.95 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012255 010  22  28  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   64   45 ****** 29.96 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012315 350  20  26  75 *** * * * 10.0 ** ** ** ** ** ** ** ** *   59   48 ****** 29.97 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012335 360  21  26  75 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   48 ****** 30.00 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604012355 360  17  23  75 *** * * * 10.0 ** ** ** ** ** ** ** ** *   57   46 ****** 30.02 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020015 010  17 ***  75 *** * * * 10.0 ** ** ** ** ** ** ** ** *   55   45 ****** 30.02 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020035 360  17 ***  90 *** * * * 10.0 ** ** ** ** ** ** ** ** *   55   45 ****** 30.03 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020055 360  20 ***  90 *** * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 ****** 30.04 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020115 010  14 ***  90 *** * * * 10.0 ** ** ** ** ** ** ** ** *   55   43 ****** 30.06 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020135 360  15 ***  90 *** * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 ****** 30.07 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020155 360  11 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 ****** 30.08 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020215 010  17 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   54   45 ****** 30.08 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020235 010  20 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   46 ****** 30.08 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020255 360  17 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   45 ****** 30.11 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020315 360  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   52   45 ****** 30.13 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020335 010  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   52   45 ****** 30.13 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020355 010   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   45 ****** 30.13 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020415 020   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   45 ****** 30.14 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020435 010   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.13 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020455 010   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.13 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020515 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.14 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020535 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020555 330   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.16 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020615 340   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   46 ****** 30.16 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020635 350   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020655 330   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   46 ****** 30.15 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020715 330   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   46 ****** 30.16 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020735 330   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   46 ****** 30.16 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020755 340   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.14 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020815 340   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020835 340   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   46 ****** 30.14 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020855 340   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.14 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020915 330   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020935 330   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.15 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604020955 340   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.16 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021015 330   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.17 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021035 340   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.17 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021055 350   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021115 340   8 ***  48 *** * * * 10.0 ** ** ** ** ** ** ** ** *   48   43 ****** 30.19 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021135 340  10 ***  48 *** * * * 10.0 ** ** ** ** ** ** ** ** *   48   43 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021155 340   9 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   48   41 ****** 30.22 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021255 350   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   43 ****** 30.25 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021315 340   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   43 ****** 30.26 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021335 340   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   43 ****** 30.27 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021355 340   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   43 ****** 30.28 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021455 350   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   57   41 ****** 30.28 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021535 350  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   59   41 ****** 30.28 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021555 350   8  16 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   61   41 ****** 30.29 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021615 360  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   41 ****** 30.28 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021635 360  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   64   39 ****** 30.28 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021715 010  13  17 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   37 ****** 30.28 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021815 330   9  23 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   37 ****** 30.26 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021835 350  13  23 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   36 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604021955 330  17  23 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   36 ****** 30.20 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022015 360  15  21 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   36 ****** 30.19 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022035 360  16  22 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   32 ****** 30.19 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022115 330  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   36 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022135 340  11  20 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   36 ****** 30.17 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022155 330  15  22 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   36 ****** 30.17 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022215 350  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   72   36 ****** 30.17 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022235 360  14  20 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   36 ****** 30.17 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022255 340  10  21 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   70   34 ****** 30.17 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022315 360  11  16 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   37 ****** 30.17 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022335 350  11  17 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   68   39 ****** 30.17 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604022355 350  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   66   39 ****** 30.18 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030015 350   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   64   39 ****** 30.19 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030035 350   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   63   39 ****** 30.19 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030055 350   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   59   41 ****** 30.19 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030115 350   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   57   41 ****** 30.20 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030135 340   6 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   57   43 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030155 340   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   55   45 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030215 350   5 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   55   43 ****** 30.22 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030235 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   52   45 ****** 30.23 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030255 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 ****** 30.23 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030315 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   55   43 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030335 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   45 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030355 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030415 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030435 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   41 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030455 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030515 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   41 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030535 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 ****** 30.24 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030555 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   54   43 ****** 30.23 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030615 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   45 ****** 30.23 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030635 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   52   41 ****** 30.23 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030655 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   52   43 ****** 30.22 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030715 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   50   43 ****** 30.22 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030735 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.22 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030755 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.22 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030815 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   43 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030835 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030855 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   46   43 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030915 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   46   45 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030935 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.21 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604030955 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.22 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604031015 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   48   45 ****** 30.22 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604031035 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   46   43 ****** 30.22 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604031055 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45   43 ****** 30.23 ****** *** *** ***** ***** ***** ***** ** 
720617 00208 201604031115 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   45   43 ****** 30.23 ****** *** *** ***** ***** ***** ***** ** 
